Gene.name;AIREdep
AP2B1;no
SFMBT1;no
SERPINA3;no
TADA3;no
ACP1;no
ZNF639;no
SARDH;no
HYAL1;no
DDX39B;no
SESTD1;no
GFM2;no
PKN2;no
NAF1;no
MAN2C1;no
LSM14A;no
C17orf75;no
BCL10;no
ARHGAP17;no
UNKL;no
DDX6;no
INIP;no
RPL31;no
ABCA7;no
PGPEP1;no
ASCC1;no
LIMK1;no
ZBTB5;no
NSL1;no
TTLL10;no
FGD6;no
DROSHA;no
CLK2;no
RAB5C;no
TRMT10A;no
SLC13A1;no
RILPL1;no
WASF2;no
CTD-2207O23.3;no
SMAD5;no
WDR92;no
EYA2;no
RNF219;no
RBM39;no
FAM53C;no
HERC4;no
CTR9;no
NFIB;no
AMER1;no
MANBAL;no
RBBP5;no
BCL7C;no
RAMP3;no
GH1;no
CAD;no
POGZ;no
SND1;no
ARHGEF9;no
FAM76B;no
EML2;no
SLC30A6;no
ZNF668;no
AZIN2;no
MCM7;no
PIGV;no
KIAA1033;no
TBC1D12;no
NUMA1;no
TNFSF12;no
DCAF6;no
KPTN;no
CLUAP1;no
SMEK1;no
WDR60;no
FAM175B;no
RCSD1;no
ATXN1L;no
UPF1;no
MED13;no
ST8SIA5;no
NEDD1;no
TBL2;no
ZNF518B;no
FAM21C;no
CBX2;no
PUS1;no
KIAA0141;no
SLX4;no
STT3B;no
ATP6V0A1;no
CCDC132;no
HCFC1;no
CDC7;no
INVS;no
PIP5K1A;no
NPM3;no
EIF4G2;no
ARHGEF12;no
CMTM6;no
RECQL4;no
STX16-NPEPL1;no
ZFYVE27;no
IMMP1L;no
AP3B1;no
CBLL1;no
POLR2C;no
ZNF578;no
CDC42BPB;no
DDR2;no
RBL1;no
LIPG;no
SH3BGRL;no
SCARF2;no
ZNF511;no
ABCC4;no
DZIP1;no
LIMA1;no
TM7SF3;no
C18orf21;no
SGPL1;no
FAF2;no
NSUN2;no
KIAA1328;no
HNRNPL;no
SEMA6B;no
PDIA6;no
UBE2G2;no
C11orf30;no
CEPT1;no
KCMF1;no
SLC25A21;no
PCGF1;no
ERCC3;no
TRMT12;no
CTC1;no
EXOSC3;no
FNIP1;no
NEDD4;no
ARHGEF1;no
CEP41;no
KIRREL2;no
JMJD7;no
PRPF39;no
TOMM70A;no
EXOG;no
NFRKB;no
CDC42EP4;no
HERC1;no
ATN1;no
CRNKL1;no
CCDC79;no
SLU7;no
INTS1;no
MYO9B;no
LCMT2;no
SLC25A47;no
MRPL11;no
MRPL19;no
ZNF717;no
SMARCAD1;no
TP53I13;no
MLLT6;no
LRRC47;no
DFFB;no
NRROS;no
HSPA4;no
SUV420H1;no
ZNF235;no
LYPD6;no
KLF8;no
CHORDC1;no
ACTR5;no
QTRT1;no
SLC35B4;no
H1FNT;no
TRIP12;no
ADAMTS7;no
ATAD5;no
FDPS;no
SLC5A8;no
ATL3;no
EMC1;no
PTPN3;no
SART3;no
C1S;no
MCAT;no
FZD6;no
ALDH3B1;no
TTC37;no
RPS15;no
SECISBP2;no
TDP2;no
EPM2A;no
ANKRD27;no
SAFB;no
RAB21;no
EIF5AL1;no
CELSR3;no
DNASE1L3;no
TRIM33;no
PPP1R14B;no
SART1;no
ZNF335;no
USPL1;no
MED27;no
MRFAP1;no
RP11-5A19.5;no
GLRX3;no
ATG13;no
IPO8;no
LRP4;no
FAM210A;no
CCDC13;no
RIOK3;no
NF1;no
PHF8;no
RFC4;no
USP38;no
CAAP1;no
TRIL;no
PHPT1;no
ADHFE1;no
YBX1;no
PUSL1;no
NOP14;no
CAPS2;no
CCNY;no
DNPH1;no
TIGD2;no
ELAVL1;no
EFEMP1;no
HUS1;no
CEP250;no
HARS2;no
WAPAL;no
TMEM220;no
EP400;no
GAS6;no
RPS21;no
PACS1;no
ISLR;no
LYN;no
NTNG1;no
SOCS6;no
PDGFD;no
ARCN1;no
FAM71E2;no
TMEM121;no
PLEKHO2;no
HPSE;no
PPP5C;no
FAM193B;no
EFTUD2;no
ZKSCAN3;no
PARP1;no
RGS12;no
MFAP1;no
PARP8;no
DONSON;no
HGH1;no
PALB2;no
PFKFB3;no
AKR1C4;no
GAS2L1;no
UPF2;no
RPAIN;no
TONSL;no
CD72;no
DNAJC1;no
CPSF7;no
UNC93B1;no
PURA;no
ZNF646;no
AP5Z1;no
PLEKHA3;no
SRSF10;no
TNFSF12-TNFSF13;no
PRR12;no
TIA1;no
PHKB;no
YTHDF1;no
TEX40;no
SIPA1L2;no
SYNJ1;no
KXD1;no
CEA;no
ELP4;no
RABGAP1L;no
CBX5;no
F8;no
SEC31A;no
MKL1;no
ZFP90;no
FAM160B1;no
HNRNPC;no
ZNF235;no
NFKBID;no
SHF;no
DNAJC16;no
CHRNA3;no
ZC3H4;no
BTBD2;no
XPO1;no
TMEM104;no
ACAT1;no
SPG11;no
PNPLA2;no
CPSF6;no
C2orf76;no
DHX16;no
IL27RA;no
DUSP4;no
CRTAM;no
C5orf28;no
GCNT1;no
NCAM1;no
FAF1;no
KLF16;no
TNPO1;no
CCDC115;no
PRDM8;no
CUEDC2;no
LZTS1;no
DHX35;no
GCC2;no
RRP8;no
ARHGDIA;no
HMGN4;no
LMO3;no
XRCC5;no
CATSPER3;no
CHTF18;no
BCS1L;no
RPL22;no
HMOX2;no
CCNJL;no
PRKAB2;no
STX6;no
FEM1C;no
SPIB;no
ICE2;no
EIF2S1;no
ZNF280D;no
PPP2R3B;no
BCL7B;no
ALS2CL;no
NHLRC1;no
C22orf39;no
KIAA0020;no
KAT7;no
SRSF1;no
RNPC3;no
MAP3K7;no
RNF126;no
LAD1;no
GGCX;no
RPL30;no
C1QTNF6;no
PCGF5;no
MTMR3;no
ZNF592;no
PSIP1;no
EFEMP2;no
ZNF507;no
FAM168B;no
CCNI;no
ZRANB1;no
USP14;no
DDX21;no
SGCD;no
RPS15A;no
TAZ;no
LYST;no
EPB41L3;no
PCIF1;no
AHDC1;no
NLGN2;no
NUP50;no
SNAPC4;no
CDK12;no
YTHDC1;no
FBXW7;no
EDRF1;no
MMS22L;no
NFKBIA;no
ANKRD11;no
CD82;no
USP33;no
ZNF236;no
RC3H2;no
PAF1;no
ZNF728;no
ARGLU1;no
ARHGEF25;no
SIRT4;no
ZMYM2;no
NXNL2;no
PFN1;no
ZFAT;no
ADAMTS2;no
HEATR1;no
LYAR;no
TMEM255A;no
LAMA4;no
AOC2;no
PTDSS2;no
NUCKS1;no
GLTSCR1L;no
OR9A2;no
C11orf57;no
POGK;no
NOL7;no
PRPF40A;no
TRMT44;no
ARHGAP33;no
PELP1;no
HDGFRP2;no
ST13;no
DYM;no
CCSER1;no
TIMM9;no
CBX1;no
MPC2;no
YWHAG;no
DCTN4;no
KANK1;no
SOCS1;no
SLCO2A1;no
RFWD3;no
ZNF12;no
UTP20;no
CCDC77;no
GLOD4;no
R3HCC1L;no
SMARCE1;no
TMX3;no
BMS1;no
LIG4;no
SYMPK;no
MTIF2;no
PDIA3;no
ALDH4A1;no
TTF1;no
BANF1;no
RBM12B;no
DSN1;no
LETM2;no
LMTK3;no
TRPM7;no
ADAMTSL1;no
TFCP2;no
IFT122;no
IGBP1;no
CTD-2587H24.4;no
KIAA1919;no
PAPOLG;no
COG7;no
MTPN;no
IFT172;no
KIDINS220;no
ZNF780A;no
FIZ1;no
OPA1;no
DPP6;no
LANCL1;no
AP3D1;no
PNMA1;no
EXOC4;no
TP63;no
FXR2;no
PGGT1B;no
PDCD1LG2;no
SHPRH;no
NCOA5;no
TDRD3;no
RANBP1;no
ARMC10;no
C19orf54;no
AMZ2;no
HIPK3;no
MBNL1;no
NFYA;no
GHDC;no
DLGAP5;no
FGF9;no
UBN2;no
DNAJB14;no
ADAM23;no
HTRA2;no
IL11RA;no
MED9;no
TNFRSF17;no
KBTBD6;no
RNF123;no
PIGM;no
DET1;no
BAZ2B;no
LUC7L3;no
PPP2R2A;no
ERCC6L2;no
SETX;no
GOLGA4;no
PNRC2;no
MAPK1IP1L;no
NFX1;no
PLEKHG2;no
TOPBP1;no
NEIL2;no
RALB;no
APOPT1;no
VASH1;no
FLOT2;no
PANK4;no
POM121C;no
CCDC84;no
VARS;no
PAICS;no
ZFP14;no
OR12D2;no
CCT6A;no
NBAS;no
BLCAP;no
TTPAL;no
ANKS3;no
MLLT1;no
ANKRD52;no
CTF1;no
ETF1;no
MUTYH;no
CRTC2;no
SLC9A5;no
MTMR4;no
NCAPH2;no
KIAA1429;no
BTF3;no
PEX26;no
ITGB3BP;no
PUS10;no
C4orf27;no
RAD54B;no
PPP2R5D;no
LLGL2;no
MCM3AP;no
HPCAL1;no
C5orf63;no
ITGA10;no
ZNF746;no
DDX54;no
PDCD4;no
CCDC15;no
PSMB10;no
HUWE1;no
DCUN1D1;no
CDV3;no
ZW10;no
HIPK2;no
SLC4A1AP;no
THNSL1;no
ACTR8;no
POT1;no
MBNL3;no
SRP68;no
C10orf32-ASMT;no
ZNRF1;no
ARFGEF1;no
PCF11;no
CLIC5;no
ADRA1A;no
SENP6;no
CSTF2T;no
TENC1;no
AKAP11;no
BCL7A;no
SCRN3;no
THY1;no
TRAP1;no
TACC2;no
PPP1R35;no
ACOT13;no
ST5;no
RYK;no
ABLIM1;no
PGM5;no
PCM1;no
CTAGE6;no
CPA2;no
KIAA0319;no
C1orf21;no
ZNF653;no
FHL3;no
MON2;no
BBS7;no
TP53BP1;no
ANGPTL6;no
EBPL;no
CDC5L;no
SFPQ;no
WRB;no
PLEK2;no
BRWD1;no
MFAP3;no
SFXN4;no
DDX42;no
FSTL1;no
STIP1;no
LRRC18;no
GPRIN2;no
SRSF12;no
GLTSCR1;no
CTRL;no
NPEPPS;no
GOLGA5;no
FUT11;no
XPOT;no
MKI67;no
ABCD1;no
TRIM6;no
VCP;no
LIMCH1;no
SRM;no
RPS18;no
BMPER;no
KLF2;no
LAMB2;no
SCX;no
SF3A2;no
NSD1;no
TOX4;no
ZNF274;no
S1PR3;no
ADAM8;no
C5orf24;no
LDOC1L;no
NUDT21;no
RPL29;no
PDCD2L;no
HSP90AA1;no
EFR3A;no
GPRASP1;no
GAB4;no
COL12A1;no
PNPLA8;no
USP25;no
EID2;no
DYNLT1;no
SAC3D1;no
MTO1;no
PAPOLA;no
HENMT1;no
ZFR2;no
METTL4;no
SLC41A3;no
SLC15A3;no
RBM45;no
EP300;no
GCNT4;no
NXF1;no
GNB2L1;no
TCEB3;no
MGRN1;no
PPP4R2;no
MIEF1;no
RNF183;no
CCDC62;no
RACGAP1;no
NRP1;no
CPD;no
PURB;no
TBC1D22B;no
TRIP10;no
ABCE1;no
NEDD9;no
IGDCC4;no
HLA-DMA;no
UBAP2L;no
ZFP3;no
NBEA;no
LRRC7;no
OR12D2;no
RBMX;no
MPP3;no
RP11-318A15.7;no
SEH1L;no
MKRN2;no
DVL2;no
SHISA2;no
MED14;no
ANO6;no
SHROOM2;no
VPS35;no
ZBTB8B;no
PKM;no
PUM2;no
RABGAP1;no
SIN3A;no
LY6G5B;no
RPL7;no
SPG21;no
SNX27;no
DSCR3;no
PTPRG;no
TSEN15;no
NEMF;no
NMT2;no
NCL;no
PDCD11;no
EXO1;no
MCFD2;no
RPL22L1;no
WDR77;no
IK;no
ANKRD37;no
THG1L;no
BIRC8;no
BIN1;no
ARIH1;no
DNAJC27;no
GEMIN8;no
GPR153;no
MTUS2;no
CASS4;no
SOX9;no
HBS1L;no
IGHMBP2;no
CEP95;no
PPWD1;no
INTS8;no
OSBPL8;no
MAP4K4;no
RPL3;no
MTBP;no
TMEM5;no
SRGAP3;no
PPFIA1;no
SETDB1;no
SVIL;no
ZCWPW1;no
CADM1;no
PDSS2;no
ST14;no
LPGAT1;no
IL3RA;no
ATRX;no
DRG2;no
TAF12;no
HOOK1;no
DNAJC7;no
TBXA2R;no
STRBP;no
TRMT1;no
SCAF4;no
YWHAE;no
SMARCA2;no
C2orf68;no
KIF1B;no
FAM103A1;no
FANCB;no
RAVER1;no
BFAR;no
GRAP;no
WDR20;no
SERF1B;no
CLINT1;no
PRAF2;no
ZNF585B;no
EPS15L1;no
INTS7;no
CISH;no
UBAP2;no
TUB;no
DYRK1A;no
NUPL2;no
GLTSCR2;no
CACNA1D;no
RAD54L2;no
TMEM206;no
LONRF2;no
PRPF4B;no
SMARCB1;no
RSG1;no
USE1;no
TP53I11;no
ZNF512;no
CETN3;no
TRMT1L;no
RPRD2;no
M6PR;no
GABPB2;no
FAM71E1;no
DENND2D;no
LRRCC1;no
NAA25;no
METAP1D;no
IRAK2;no
CPNE1;no
CCDC135;no
PARK2;no
SAFB2;no
FGD4;no
KCND1;no
RBM12;no
E2F1;no
RNF214;no
TOP1;no
TRAF4;no
TNKS2;no
RPLP0;no
WBP2;no
FAM50A;no
ZNF7;no
PFDN4;no
EIF3CL;no
GTPBP4;no
PIAS2;no
GPATCH2;no
LMF2;no
CYP20A1;no
PAQR3;no
PARP3;no
KIAA0907;no
DEFB135;no
RP11-505K9.4;no
AKAP8L;no
ZFYVE16;no
RCCD1;no
PRMT5;no
INPP5B;no
ARHGEF11;no
TNIP3;no
PAFAH1B3;no
FAM219B;no
ACVR1;no
ADIPOR2;no
KLHDC7A;no
NSA2;no
STXBP3;no
MRGBP;no
RBM25;no
GPALPP1;no
BUD13;no
MNAT1;no
RAB33A;no
PDS5A;no
CDK13;no
SETBP1;no
TAB3;no
NUFIP1;no
SP110;no
FAM135A;no
WDR59;no
TBCE;no
ZFR;no
PDZD2;no
SMPDL3A;no
EIF3L;no
CNOT1;no
EIF3H;no
ADSS;no
LGALS1;no
ILKAP;no
DENND5A;no
DIS3L2;no
ATP1A2;no
SLC6A4;no
RFESD;no
RBBP6;no
FAM122B;no
LY75-CD302;no
CENPF;no
PRMT7;no
WDR55;no
FERMT2;no
CRELD1;no
MST4;no
MAGI3;no
NLK;no
BASP1;no
GPS2;no
ISL2;no
RFX2;no
RP5-864K19.7;no
STARD6;no
PARP11;no
RNF113B;no
STXBP1;no
KLHL17;no
TBX21;no
STK25;no
TJP2;no
DENND1B;no
SNW1;no
ZCCHC13;no
RHBDL3;no
TPX2;no
MAP7;no
MDM4;no
GIMAP6;no
SMTNL2;no
SF3B4;no
SOX12;no
RPL35A;no
DCAF10;no
KIAA0196;no
RBFOX1;no
PGP;no
GNS;no
CNTLN;no
CDK8;no
CD70;no
AHNAK;no
LRTOMT;no
PITPNB;no
RPL27A;no
NACA2;no
TAF1;no
PBX1;no
ZHX1;no
SFXN1;no
BCLAF1;no
DVL3;no
TRMU;no
NETO2;no
FEZF2;no
TGS1;no
IFI35;no
CPSF1;no
CCDC109B;no
WARS2;no
NRM;no
CCNK;no
CLTC;no
C11orf95;no
WWTR1;no
ZNF157;no
ZNF518A;no
TMEM150C;no
HES7;no
TRIM63;no
TIFA;no
CCDC96;no
C9orf156;no
NAP1L1;no
POLD2;no
MICAL3;no
TSPEAR;no
MCM6;no
IER5L;no
ACSS2;no
ORAI3;no
OLA1;no
PDPK1;no
VANGL2;no
ROCK2;no
DTYMK;no
CNN3;no
KDM3A;no
ARHGAP21;no
AMMECR1L;no
NAA16;no
APPBP2;no
CLIC4;no
TRIM39;no
RITA1;no
AKR1B1;no
FASTKD2;no
COL6A5;no
ESCO1;no
SMARCAL1;no
EFCAB14;no
HNRNPA0;no
TIE1;no
WBP1L;no
NUP88;no
KIAA1377;no
RNF216;no
PRDM5;no
MED30;no
VGLL4;no
SMARCC1;no
IMPACT;no
ORC3;no
SENP5;no
RB1CC1;no
C6orf203;no
SFMBT2;no
TMEM184B;no
BCHE;no
CHERP;no
RP1-130H16.18;no
SF1;no
CDC73;no
FOXK2;no
GNL3L;no
SNX18;no
NAT10;no
ALKBH8;no
MEIS2;no
TUBGCP2;no
RNGTT;no
DNAJC2;no
BCL11B;no
NTNG2;no
C2orf49;no
MXRA7;no
KIAA1731;no
FAM35A;no
MYH15;no
ZNF197;no
DDX46;no
SLC29A1;no
TNFRSF9;no
TLN1;no
ZMAT4;no
MMP14;no
REV1;no
ARHGEF10L;no
TYK2;no
L3HYPDH;no
PHLPP1;no
LRRC4C;no
HORMAD1;no
CUL1;no
ACD;no
SPECC1L-ADORA2A;no
MACROD2;no
PPP6R3;no
RUFY2;no
USHBP1;no
GJA4;no
ADCY9;no
TNPO2;no
TRAF2;no
ZNF644;no
PAX9;no
GINS3;no
FPGT;no
JAK3;no
CHRNE;no
TFB2M;no
KIF26A;no
MYOG;no
UBE2Z;no
CYLD;no
ITGB3;no
C18orf25;no
TMEM17;no
CUL9;no
FGF11;no
EVC2;no
CASC3;no
ARNT;no
ZNF426;no
STAG2;no
RNF20;no
CPSF3;no
RPH3AL;no
ZNF142;no
POLA1;no
MATR3;no
PDIK1L;no
SNX25;no
EGLN1;no
KDM1A;no
MSL2;no
AP2M1;no
TTLL1;no
E4F1;no
EIF4E1B;no
AKAP9;no
NLRP3;no
AKT3;no
PEX13;no
EIF3M;no
PPM1M;no
PCBD2;no
INCA1;no
HIST1H3E;no
FAS;no
C14orf166;no
HVCN1;no
AMOT;no
CWC22;no
TRMT10B;no
RP11-514O12.4;no
NOMO2;no
PRPS1;no
EXOC8;no
PDZD8;no
MYSM1;no
EYA4;no
KDM4B;no
PATE2;no
RRP7A;no
LRRC58;no
HPS6;no
INPP5A;no
MANSC4;no
PDS5B;no
SMC4;no
TAGLN;no
CASK;no
UBE2S;no
SRP72;no
GLCE;no
LOXL2;no
RPS4X;no
NUP153;no
RPL24;no
GSK3B;no
NOTCH1;no
BTNL2;no
SERPINI1;no
VAV2;no
ANG;no
AP1AR;no
GOLGA3;no
FBXO7;no
FAM162A;no
PRR14L;no
ANAPC15;no
ZBTB44;no
HEATR5B;no
CTD-2510F5.6;no
MARS;no
RUVBL1;no
RPSAP58;no
FSD2;no
LMCD1;no
SLC15A4;no
TSPO;no
KLC1;no
ZC3H7B;no
VWC2;no
C14orf142;no
XXbac-BPG181M17.5;no
SLC7A10;no
TCOF1;no
AGGF1;no
TMSB4Y;no
USP16;no
KMT2D;no
CPED1;no
AGPAT1;no
SOX4;no
MYEF2;no
SP3;no
FNIP2;no
RCOR1;no
DPP9;no
RNF215;no
SETSIP;no
SNN;no
AGTPBP1;no
RIN1;no
SGCE;no
RP11-139J15.7;no
XPO6;no
KRTAP2-2;no
GOPC;no
SGPP1;no
PARS2;no
GEN1;no
DNTTIP2;no
MAST3;no
DDX20;no
EEF1G;no
RFX8;no
WWP1;no
NPM1;no
POLR1B;no
DDX23;no
CANX;no
GABRE;no
FIP1L1;no
UBE2E2;no
GAA;no
RBL2;no
XPO4;no
MYCBP2;no
HCRTR1;no
ZNF157;no
BRAF;no
RPLP2;no
SMURF1;no
HTR2C;no
RPS3A;no
GIGYF2;no
CHST12;no
ZNF526;no
PARD6A;no
AVL9;no
TAPBP;no
POU2F1;no
TMEM81;no
IARS;no
ATP8B4;no
PRPF8;no
SLC39A1;no
GPC2;no
IMPDH2;no
PKD1;no
SLC30A2;no
LRRC17;no
FANCL;no
C1QTNF7;no
C3orf33;no
PRR3;no
ZNF197;no
ATP6V1C1;no
HELLS;no
SFI1;no
SMC5;no
PIP4K2B;no
NOA1;no
C20orf195;no
SMARCD1;no
NUBP1;no
TRMT5;no
NFKBIL1;no
CORT;no
FAM132A;no
RPL19;no
ZNF275;no
ZNF347;no
MYBBP1A;no
AMPH;no
ZNF157;no
USP34;no
INO80;no
CTD-2116N17.1;no
NOC2L;no
ZBTB17;no
CDH20;no
TANGO2;no
TOP3B;no
CPEB3;no
ANKRD17;no
SAMD12;no
KIAA2026;no
MARVELD2;no
PLTP;no
PIBF1;no
PLXND1;no
ACTB;no
IFNA4;no
PCGF2;no
MAGED1;no
CHST15;no
PRG2;no
MAGT1;no
RBMXL1;no
MAP3K19;no
C11orf65;no
CELF2;no
LAMP2;no
DAPK1;no
ZNF605;no
AGK;no
TRIM28;no
SLC8B1;no
ICE1;no
PIAS3;no
ALAD;no
UTP14C;no
RNF6;no
XPO7;no
MEX3D;no
PMS2;no
DDX19A;no
ZNF395;no
KRTAP10-7;no
PRPSAP1;no
GTDC1;no
DYNC1LI1;no
RPL35;no
SYNPO;no
MKNK2;no
HYOU1;no
LAMA3;no
SF3A1;no
NFATC3;no
RAP1A;no
DISP2;no
UBXN2B;no
PDIA4;no
CIC;no
ZNF496;no
NOLC1;no
UBXN7;no
NUP133;no
CTTNBP2NL;no
LSM11;no
KIF3A;no
DMTF1;no
RAD17;no
ZNF197;no
CTC-454I21.3;no
OR8G5;no
OR1M1;no
NOL8;no
MRGPRX2;no
OR6C75;no
ACIN1;no
NDUFB11;no
PGBD1;no
KLF12;no
KDM2A;no
VPS16;no
AHI1;no
ADTRP;no
SPTA1;no
CYP27A1;no
TMEM88;no
TLE3;no
ANKIB1;no
ZNF99;no
WDR90;no
ENPP6;no
TRRAP;no
UBXN2A;no
ZNF106;no
PUS7;no
ACTL7A;no
PHB;no
DOCK1;no
FKBP7;no
WDR48;no
ERVW-1;no
DDX10;no
GDAP2;no
SLC22A16;no
KAT6B;no
EML6;no
EPRS;no
POTEB;no
PRELP;no
MCM8;no
RBM26;no
ICOS;no
SLC29A3;no
C2orf78;no
B3GNTL1;no
SUGP2;no
ARRDC2;no
SRP54;no
TEC;no
THOC2;no
TSPYL2;no
BOC;no
PRRX1;no
SMC1A;no
ZNF398;no
C20orf194;no
KANK2;no
HSD17B14;no
CTSO;no
CHAMP1;no
FBLN1;no
SSRP1;no
C1orf27;no
TRIM67;no
CCNG1;no
RBM48;no
TMEM19;no
C2orf80;no
ELK4;no
DMGDH;no
REXO4;no
RHOBTB2;no
CUL2;no
CDC6;no
CCDC22;no
PTPRA;no
LPP;no
WDR70;no
FAM193A;no
ZFP69;no
SMARCC2;no
GYG1;no
RTF1;no
MCM4;no
DDX52;no
CWF19L2;no
ZCCHC9;no
CRAMP1L;no
PPAP2B;no
RUFY3;no
CASP6;no
TRPS1;no
SRGAP1;no
TRIM44;no
ZNF281;no
CFLAR;no
TMOD2;no
GPT2;no
WDSUB1;no
P2RY12;no
CEP192;no
RBM6;no
SLC25A19;no
IL4R;no
HARBI1;no
SLC2A6;no
EPB41L2;no
BBS4;no
OLFM4;no
FGF14;no
DENND6A;no
BBS2;no
WBP4;no
ULK4;no
NEB;no
VASH2;no
CTD-2561J22.3;no
CHM;no
GATSL2;no
PPP6R1;no
TCF4;no
KRIT1;no
MID1;no
RAD18;no
JUND;no
SPECC1L;no
SUPT16H;no
INPP4A;no
PLAG1;no
ZNF322;no
ZBTB39;no
SLC25A38;no
IGFLR1;no
NMNAT1;no
GSE1;no
TTLL4;no
TNRC6C;no
GFRA2;no
LARP1;no
STARD7;no
PSAP;no
GNAS;no
KANSL1;no
BAZ2A;no
CCAR1;no
TWIST1;no
RPL32;no
HOMEZ;no
TBC1D2B;no
MARCKS;no
USP11;no
HNRNPUL1;no
ATP2B4;no
RBM38;no
ARHGEF6;no
QSOX2;no
THAP4;no
PKHD1L1;no
METTL16;no
GPATCH8;no
XRN1;no
TSC22D4;no
PAM;no
MTRF1L;no
MAP3K4;no
KCNB1;no
HNRNPA3;no
OR14C36;no
RAD1;no
JRKL;no
ZBED4;no
MAN2A2;no
WDR91;no
VPS13C;no
SIK2;no
NUP54;no
VPS26A;no
BAZ1B;no
SYNC;no
CTC-454I21.3;no
KNSTRN;no
TMEM63B;no
CEP104;no
IL17RA;no
NPC2;no
CEP290;no
MYH9;no
TRAPPC11;no
TWF2;no
DNM1L;no
RASSF4;no
ESF1;no
RBM33;no
ZNF444;no
HNRNPA1;no
PROS1;no
RFX7;no
HSPA4L;no
MIS12;no
C5orf47;no
MON1B;no
UNG;no
MYBPC2;no
EIF2A;no
MANEAL;no
NFIC;no
NXN;no
FBXL7;no
SNX11;no
DSG1;no
FBXL12;no
POLR3C;no
AAED1;no
RBM14;no
MFAP1;no
PYGL;no
ZNF780A;no
TJAP1;no
ILF3;no
TLE1;no
CCDC82;no
LMAN1;no
PIGZ;no
C19orf44;no
RP4-583P15.15;no
PRDM2;no
CHRNB1;no
RPS19;no
DNAJA3;no
CARF;no
RTTN;no
CCNB2;no
KIF13A;no
SLTM;no
HSPA5;no
SNRNP25;no
SMC3;no
TNPO3;no
UHMK1;no
SOAT1;no
ZNF462;no
SECISBP2L;no
LEPREL1;no
TRIO;no
RP11-155D18.12;no
KAT8;no
IRF2BP2;no
SP2;no
ADM;no
IL11;no
STXBP3;no
LARP4;no
TUBB2B;no
ABHD6;no
CD59;no
PPIG;no
NLE1;no
WDR75;no
CES5A;no
APOOL;no
PPP1R12A;no
PPP1R15A;no
CCDC134;no
ARID4B;no
ZNF407;no
TGIF2;no
CDK4;no
ZBTB4;no
DDX26B;no
IRF2;no
GCOM1;no
NUDT15;no
PRDX3;no
MYEF2;no
MED11;no
ZNF235;no
MSLNL;no
EMC8;no
SCAF8;no
KHSRP;no
CCDC130;no
PHYHD1;no
DNAJC6;no
CXCL14;no
MYL1;no
ZFYVE21;no
KMT2E;no
ATOH8;no
TRIM61;no
ATIC;no
RCC2;no
CEP120;no
MGAT4A;no
FAM133B;no
AK5;no
IKBIP;no
TUBAL3;no
CPSF2;no
ELTD1;no
NRCAM;no
TMEM170B;no
POFUT1;no
ARFRP1;no
ICAM1;no
SOCS4;no
CPNE4;no
APC;no
ZBTB41;no
PIM2;no
RPS14;no
ANKRD32;no
LONP1;no
C12orf66;no
CORO7;no
CCT5;no
AP4E1;no
SHANK2;no
EHMT1;no
SUPT5H;no
ARL10;no
GID4;no
S100A13;no
VAC14;no
ARID5B;no
ARPC4-TTLL3;no
LHFP;no
GART;no
PGRMC2;no
ABCC1;no
MYO6;no
CDK11B;no
TPH1;no
USP37;no
SPEN;no
TRIM24;no
ZNF787;no
GIMAP7;no
CHD2;no
CCR10;no
DPYSL3;no
SNX1;no
MYADML2;no
CDKAL1;no
SHOX2;no
ZNF337;no
AS3MT;no
ATP8B2;no
HIF1A;no
S1PR2;no
TNFRSF11B;no
GGPS1;no
FAM73A;no
INTS12;no
CAPRIN1;no
WDR72;no
WDR41;no
ESYT2;no
TMEM238;no
TRAF1;no
B3GALNT2;no
SLC31A2;no
ARFGAP3;no
PRKD3;no
GRIK5;no
PBRM1;no
CH507-9B2.3;no
STMN1;no
HRC;no
CLCN6;no
CUL3;no
HGSNAT;no
RPL13A;no
PPM1H;no
PAK2;no
FAM115C;no
FAM208B;no
ALCAM;no
RSRC1;no
PEX1;no
CCND1;no
ZPBP;no
BIRC2;no
BTNL9;no
ISYNA1;no
ZNF358;no
PHC2;no
KIAA1211;no
BUB1B;no
MOB1A;no
MED1;no
ZBTB34;no
PDLIM4;no
SNX5;no
MCMDC2;no
INPP5D;no
MAST4;no
LMNTD2;no
FMN1;no
MCM5;no
MOB3C;no
OPTC;no
SLAIN2;no
ZCCHC6;no
ZNF124;no
DHX29;no
RFFL;no
LSM14B;no
NR3C1;no
RPS28;no
RNF19A;no
SREBF2;no
ZNF99;no
PWWP2A;no
DMWD;no
ITGA3;no
STX7;no
TADA2B;no
MICALL1;no
KLHL28;no
RP11-613M10.9;no
GPBP1;no
ASPM;no
NBN;no
ZBTB6;no
THADA;no
GGA2;no
STKLD1;no
DEK;no
NMT1;no
THRAP3;no
ZNF260;no
RPL7A;no
MAPK1IP1L;no
NUMB;no
MFSD2B;no
NAMPT;no
NET1;no
DNMT3A;no
KNOP1;no
MPHOSPH10;no
ZDHHC8;no
PURG;no
CLCN3;no
SERPINF1;no
VCPIP1;no
NEK4;no
HMBOX1;no
LPAR1;no
KPNB1;no
SOX30;no
IGF1R;no
ZBTB47;no
REPS1;no
MKRN3;no
MAML3;no
PRSS33;no
CHD9;no
ZNF865;no
RAB7A;no
TSC22D3;no
PML;no
XRCC3;no
TFPI2;no
CNPY3;no
